"CO_NCM","Setor","Subsetor","Produto","NCM"
"48114910","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.PAPEIS/CARTOES ADESIV.TIRA/ROLO L<=15CM"
"48114990","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.PAPEIS/CARTOES GOMADOS/ADESIVOS,EM ROLOS/FLS"
"48115110","PRODUTOS FLORESTAIS","PAPEL","PAPEL","PAPEL BRANQ.REVEST.ETC.PLAST.P>150G/M2,TIRA L<=15CM,FL"
"48115121","PRODUTOS FLORESTAIS","PAPEL","PAPEL","PAPEL BRANQ.REVEST.ETC.SILICONE,P>150G/M2,ROLOS/FLS."
"48115122","PRODUTOS FLORESTAIS","PAPEL","PAPEL","PAPEL BRANQ.REVEST.ETC.POLIET.ESTRAT.ALUMIN.P>150G/M2"
"48115123","PRODUTOS FLORESTAIS","PAPEL","PAPEL","PAPEL BRANQ.REVEST.ETC.POLIETILENO/POLIPROP,P>150G/M2"
"48115128","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTROS PAPÉIS GOFRADOS NA FACE RECOBERTA OU REVESTIDA"
"48115129","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.PAPEIS/CARTOES BRANQ.REVEST.ETC.PLAST.P>150G/M2"
"48115130","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.PAPEIS/CARTOES BRANQ.IMPREGN.PLASTICO,P>150G/M2"
"48115910","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.PAPEIS REVEST.ETC.PLAST.TIRAS/ROLOS L<=150G/M2"
"48115921","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.PAPEIS REVEST.ETC.POLIETILENO/POLIPROPILENO,ROLOS/"
"48115922","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.PAPEIS REVEST.ETC.DE SILICONE,EM ROLOS/FLS."
"48115923","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.PAPEIS REVEST.ETC.POLIETILENO,ESTRAT.ALUMIN.ROLOS/"
"48115929","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.PAPEIS/CARTOES RECOB/REVEST.OUTS.PLASTICOS,ROLOS/"
"48115930","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.PAPEIS IMPREGNADOS DE PLASTICOS EM ROLOS/FLS."
"48116010","PRODUTOS FLORESTAIS","PAPEL","PAPEL","PAPEL REVEST.CERA,ETC.TIRAS/ROLOS L<=15CM,FLS<=360MM"
"48116090","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.PAPEIS RECOB.REVEST.IMPREGN.CERA,ETC.EM ROLOS/FLS"
"48119000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTROS PAPEIS/CARTOES/PASTA E MANTAS DE FIBRAS CELULOSE"
"48119010","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.PAPEIS DE CELULOSE REVEST.ETC.TIRAS/ROLOS L<=15CM"
"48119090","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.PAPEIS DE CELULOSE REVEST.IMPREG.ETC.EM ROLOS/FLS"
"48120000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","BLOCOS E CHAPAS,FILTRANTES,DE PASTA DE PAPEL"
"48131000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","PAPEL PARA CIGARROS,EM CADERNOS OU EM TUBOS"
"48132000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","PAPEL PARA CIGARROS,EM ROLOS DE LARGURA<=5CM"
"48139000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTROS PAPEIS PARA CIGARROS"
"48141000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","PAPEL DENOMINADO 'INGRAIN'"
"48142000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","PAPEL DE PAREDE,REVEST.DE PLASTICO GRANIDA,ETC.DECORADO"
"48143000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","PAPEL DE PAREDE,REVEST.DE MATERIAS P/ENTRANCAR"
"48149000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.PAPEIS DE PAREDE/REVESTIM.PAREDES,PAPEL P/VITRAIS"
"48150000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","REVESTIMENTOS P/PAVIMENTOS,C/SUPORTE DE PAPEL/DE CARTAO"
"48161000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","PAPEL-CARBONO E SEMELHS.MESMO EM CAIXAS"
"48162000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","PAPEL AUTOCOPIATIVO,MESMO EM CAIXAS"
"48163000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","ESTENCEIS COMPLETOS"
"48169000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.PAPEIS P/COPIA/DUPLICACAO E CHAPAS OFSETE,DE PAPEL"
"48169010","PRODUTOS FLORESTAIS","PAPEL","PAPEL","PAPEL-CARBONO E SEMELHANTES MMO EM CAIXAS"
"48169090","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.PAPÉIS AUTOCOP.,ESTÊNCEIS,CHAP.OFFSET"
"48171000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","ENVELOPES DE PAPEL OU CARTAO"
"48172000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","AEROGRAMAS,BILHETES-POSTAIS N/ILUSTR.CARTOES P/CORRESP."
"48173000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","CAIXAS,ETC.DE PAPEL/CARTAO,CONT.SORTIDO ARTIG.P/CORRESP"
"48181000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","PAPEL HIGIENICO"
"48182000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","LENCOS E TOALHAS DE MAO,DE PAPEL"
"48183000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","TOALHAS E GUARDANAPOS,DE PAPEL,DE MESA"
"48184010","PRODUTOS FLORESTAIS","PAPEL","PAPEL","FRALDAS DE PAPEL"
"48184020","PRODUTOS FLORESTAIS","PAPEL","PAPEL","TAMPOES HIGIENICOS,DE PAPEL"
"48184090","PRODUTOS FLORESTAIS","PAPEL","PAPEL","ABSORVENTES E OUTROS ARTIGOS HIGIENICOS,DE PAPEL"
"48185000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","VESTUARIO E SEUS ACESSORIOS,DE PAPEL"
"48189000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.ARTIGOS DE PAPEL,P/USO SANITARIO/DOMESTICO/HOSPIT."
"48189010","PRODUTOS FLORESTAIS","PAPEL","PAPEL","ALMOFADAS ABSORV.UTIL.EMBALAGENS DE PRODS.ALIMENTICIOS"
"48189090","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.ARTIGOS DE PAPEL,P/USO SANITARIO/DOMESTICO/HOSPIT."
"48191000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","CAIXAS DE PAPEL OU CARTAO,ONDULADOS (CANELADOS)"
"48192000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","CAIXAS E CARTONAGENS,DOBRAVEIS,DE PAPEL/CARTAO,N/ONDUL."
"48193000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","SACOS DE PAPEL OU CARTAO,CUJA LARGURA DA BASE>=40CM"
"48194000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTROS SACOS,BOLSAS E CARTUCHOS,DE PAPEL OU CARTAO"
"48195000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.EMBALAGENS DE PAPEL OU CARTAO,INCL.CAPAS P/DISCOS"
"48196000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","CARTONAGENS P/ESCRITORIOS,LOJAS E ESTABELECIM.SEMELHS."
"48201000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","LIVROS DE REGISTRO,DE CONTABILIDADE,BLOCOS DE NOTAS,ETC"
"48202000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","CADERNOS"
"48203000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","CLASSIFICADORES,CAPAS P/ENCADERNACAO,DE PAPEL OU CARTAO"
"48204000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","FORMULARIOS EM BLOCOS 'MANIFOLD',MESMO C/PAPEL-CARBONO"
"48205000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","ALBUNS PARA AMOSTRAS OU COLECOES,DE PAPEL OU CARTAO"
"48209000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.ARTIGOS DE PAPEL/CARTAO,P/ESCRITORIO/PAPELARIA,ETC"
"48211000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","ETIQUETAS DE PAPEL OU CARTAO,IMPRESSAS"
"48219000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTRAS ETIQUETAS DE PAPEL OU CARTAO"
"48221000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","CARRETEIS,BOBINAS,ETC.DE PAPEL/CARTAO,P/FIOS TEXTEIS"
"48229000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","CARRETEIS,BOBINAS,ETC.DE PAPEL/CARTAO,P/OUTROS USOS"
"48231100","PRODUTOS FLORESTAIS","PAPEL","PAPEL","PAPEL AUTO-ADESIVO,EM TIRAS OU EM ROLOS"
"48231200","PRODUTOS FLORESTAIS","PAPEL","PAPEL","PAPEL DE CELULOSE,AUTO-ADESIVO,EM TIRAS/ROLOS"
"48231900","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTROS PAPEIS GOMADOS OU ADESIVOS,EM TIRAS OU EM ROLOS"
"48232000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","PAPEL-FILTRO E CARTAO-FILTRO"
"48232010","PRODUTOS FLORESTAIS","PAPEL","PAPEL","PAPEL-FILTRO,ETC.15G/M2<P<=25G/M2,FIBR.COPOL.ACET.VINIL"
"48232090","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.PAPEL-FILTRO E CARTAO-FILTRO,EM TIRAS OU EM ROLOS"
"48232091","PRODUTOS FLORESTAIS","PAPEL","PAPEL","PAPEL FILTRO,DE CELULOSE,TIRA/ROLO 15<L<=36CM"
"48232099","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.PAPEIS FILTRO/CARTAO FILTRO,DE CELULOSE"
"48234000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","PAPEL-DIAGRAMA P/APARS.REGISTRADORES,EM BOBINAS/FLS,ETC"
"48235100","PRODUTOS FLORESTAIS","PAPEL","PAPEL","PAPEL/CARTAO P/ESCRITA,ETC.IMPRESSOS/ESTAMPADOS/PERFUR."
"48235900","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTROS PAPEIS/CARTOES P/ESCRITA/IMPRESSAO/FINS GRAFICOS"
"48236000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","BANDEJAS,TRAVESSAS,PRATOS,XICARAS,ETC.DE PAPEL/CARTAO"
"48236100","DEMAIS PRODUTOS DE ORIGEM VEGETAL","OUTROS PRODUTOS DE ORIGEM VEGETAL","OUTROS PRODUTOS DE ORIGEM VEGETAL","BANDEJAS,TRAVES.PRAT.XÍC.ETC.DE DE BAMBU"
"48236900","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.BANDEJAS,TRAVES.PRAT.ETC.DE PAP./CARTÃO"
"48237000","PRODUTOS FLORESTAIS","PAPEL","PAPEL","ARTIGOS MOLDADOS OU PRENSADOS,DE PASTA DE PAPEL"
"48239010","PRODUTOS FLORESTAIS","PAPEL","PAPEL","CARTOES PERFURADOS PARA MECANISMOS 'JACQUARD'"
"48239020","PRODUTOS FLORESTAIS","PAPEL","PAPEL","PAPEL E CARTAO,DE RIGIDEZ DIELETRICA>=600V,P<=60G/M2"
"48239090","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTROS PAPEIS/CARTOES/PASTAS/ETC.CORTADOS E SUAS OBRAS"
"48239091","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.PAPEIS,ETC.DE CELULOSE,ROLOS 15<L<=36CM"
"48239099","PRODUTOS FLORESTAIS","PAPEL","PAPEL","OUTS.PAPEIS,CARTOES DE CELULOSE E OUTS.OBRAS DE PAPEL"
"50010000","FIBRAS E PRODUTOS TÊXTEIS","SEDA E PRODUTOS DE SEDA","CASULOS DE BICHO-DA-SEDA E SEDA CRUA","CASULOS DE BICHO-DA-SEDA,PROPRIOS PARA DOBAR"
"50020000","FIBRAS E PRODUTOS TÊXTEIS","SEDA E PRODUTOS DE SEDA","CASULOS DE BICHO-DA-SEDA E SEDA CRUA","SEDA CRUA (NAO FIADA)"
"50030010","FIBRAS E PRODUTOS TÊXTEIS","SEDA E PRODUTOS DE SEDA","FIOS E DESPERDÍCIOS DE SEDA","DESPERD.D/SEDA,NÃO CARDAD.,NÃO PENTEADOS"
"50030090","FIBRAS E PRODUTOS TÊXTEIS","SEDA E PRODUTOS DE SEDA","FIOS E DESPERDÍCIOS DE SEDA","OUTROS DESPERDÍCIOS DE SEDA"
"50031000","FIBRAS E PRODUTOS TÊXTEIS","SEDA E PRODUTOS DE SEDA","FIOS E DESPERDÍCIOS DE SEDA","DESPERDICIOS DE SEDA,NAO CARDADOS,NEM PENTEADOS"
"50039000","FIBRAS E PRODUTOS TÊXTEIS","SEDA E PRODUTOS DE SEDA","FIOS E DESPERDÍCIOS DE SEDA","OUTROS DESPERDICIOS DE SEDA"
"50040000","FIBRAS E PRODUTOS TÊXTEIS","SEDA E PRODUTOS DE SEDA","FIOS E DESPERDÍCIOS DE SEDA","FIOS DE SEDA"
"50050000","FIBRAS E PRODUTOS TÊXTEIS","SEDA E PRODUTOS DE SEDA","FIOS E DESPERDÍCIOS DE SEDA","FIOS DE DESPERDICIOS DE SEDA"
"50060000","FIBRAS E PRODUTOS TÊXTEIS","SEDA E PRODUTOS DE SEDA","FIOS E DESPERDÍCIOS DE SEDA","FIOS DE SEDA/SEUS DESPERDS,PELO MESSINA,P/VDA.RETALHO"
"50071010","FIBRAS E PRODUTOS TÊXTEIS","SEDA E PRODUTOS DE SEDA","TECIDOS E OUTROS PRODUTOS TÊXTEIS DE SEDA","TECIDOS DE 'BOURRETTE' DE SEDA,ESTAMPADOS,TINTOS,ETC."
"50071090","FIBRAS E PRODUTOS TÊXTEIS","SEDA E PRODUTOS DE SEDA","TECIDOS E OUTROS PRODUTOS TÊXTEIS DE SEDA","OUTROS TECIDOS DE 'BOURRETTE' DE SEDA"
"50072010","FIBRAS E PRODUTOS TÊXTEIS","SEDA E PRODUTOS DE SEDA","TECIDOS E OUTROS PRODUTOS TÊXTEIS DE SEDA","TECIDOS DE SEDA/DESPERDS.(CONTEUDO>=85%),ESTAMPADOS,ETC"
"50072090","FIBRAS E PRODUTOS TÊXTEIS","SEDA E PRODUTOS DE SEDA","TECIDOS E OUTROS PRODUTOS TÊXTEIS DE SEDA","OUTROS TECIDOS DE SEDA/DESPERDS.DE SEDA (CONTEUDO>=85%)"
"50079000","FIBRAS E PRODUTOS TÊXTEIS","SEDA E PRODUTOS DE SEDA","TECIDOS E OUTROS PRODUTOS TÊXTEIS DE SEDA","OUTROS TECIDOS DE SEDA OU DE DESPERDICIOS DE SEDA"
"51011110","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","LÃ  OU PELOS FINOS NÃO CARDADOS NEM PENTEADOS","LA DE TOSQUIA,SUJA,N/CARDADA,ETC.22.05<=F<=32.6MICRONS"
"51011190","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","LÃ  OU PELOS FINOS NÃO CARDADOS NEM PENTEADOS","OUTRAS LAS DE TOSQUIA,SUJAS,NAO CARDADAS NEM PENTEADAS"
"51011900","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","LÃ  OU PELOS FINOS NÃO CARDADOS NEM PENTEADOS","OUTRAS LAS SUJAS,NAO CARDADAS NEM PENTEADAS"
"51012100","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","LÃ  OU PELOS FINOS NÃO CARDADOS NEM PENTEADOS","LA DE TOSQUIA,DESENGORD.N/CARBONIZ.N/CARDADA,N/PENTEADA"
"51012900","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","LÃ  OU PELOS FINOS NÃO CARDADOS NEM PENTEADOS","OUTRAS LAS DESENGORD.N/CARBONIZ.N/CARDADAS,N/PENTEADAS"
"51013000","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","LÃ  OU PELOS FINOS NÃO CARDADOS NEM PENTEADOS","LA DESENGORDURADA,CARBONIZADA,NAO CARDADA NEM PENTEADA"
"51021000","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","LÃ  OU PELOS FINOS NÃO CARDADOS NEM PENTEADOS","PELOS FINOS,NAO CARDADOS NEM PENTEADOS"
"51021100","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","LÃ  OU PELOS FINOS NÃO CARDADOS NEM PENTEADOS","PELOS FINOS,DE CABRA DE CACHEMIRA,NAO CARDAD."
"51021900","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","LÃ  OU PELOS FINOS NÃO CARDADOS NEM PENTEADOS","OUTROS PELOS FINOS,NAO CARDADOS NEM PENTEADOS"
"51022000","FIBRAS E PRODUTOS TÊXTEIS","DEMAIS FIBRAS E PRODUTOS TÊXTEIS","DEMAIS FIBRAS E PRODUTOS TÊXTEIS","PELOS GROSSEIROS,NAO CARDADOS NEM PENTEADOS"
"51031000","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","FIAPOS E DESPERDÍCIOS DE LÃ OU PELOS FINOS","DESPERDICIOS DA PENTEACAO DE LA OU DE PELOS FINOS"
"51032000","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","FIAPOS E DESPERDÍCIOS DE LÃ OU PELOS FINOS","OUTROS DESPERDICIOS DE LA OU DE PELOS FINOS"
"51033000","FIBRAS E PRODUTOS TÊXTEIS","DEMAIS FIBRAS E PRODUTOS TÊXTEIS","DEMAIS FIBRAS E PRODUTOS TÊXTEIS","DESPERDICIOS DE PELOS GROSSEIROS"
"51040000","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","FIAPOS E DESPERDÍCIOS DE LÃ OU PELOS FINOS","FIAPOS DE LA OU DE PELOS FINOS OU GROSSEIROS"
"51051000","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","LÃ OU PELOS FINOS CARDADOS OU PENTEADOS","LA CARDADA"
"51052100","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","LÃ OU PELOS FINOS CARDADOS OU PENTEADOS","LA PENTEADA A GRANEL"
"51052910","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","LÃ OU PELOS FINOS CARDADOS OU PENTEADOS","TOPS DE LA PENTEADA"
"51052991","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","LÃ OU PELOS FINOS CARDADOS OU PENTEADOS","OUTRAS LAS PENTEADAS,DE FINURA<22.5 MICROMETROS"
"51052999","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","LÃ OU PELOS FINOS CARDADOS OU PENTEADOS","OUTRAS LAS PENTEADAS"
"51053000","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","LÃ OU PELOS FINOS CARDADOS OU PENTEADOS","PELOS FINOS,CARDADOS OU PENTEADOS"
"51053100","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","LÃ OU PELOS FINOS CARDADOS OU PENTEADOS","PELOS FINOS,DE CABRA DE CACHEMIRA,CARCAD.PENT"
"51053900","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","LÃ OU PELOS FINOS CARDADOS OU PENTEADOS","OUTROS PELOS FINOS,CARDADOS OU PENTEADOS"
"51054000","FIBRAS E PRODUTOS TÊXTEIS","DEMAIS FIBRAS E PRODUTOS TÊXTEIS","DEMAIS FIBRAS E PRODUTOS TÊXTEIS","PELOS GROSSEIROS,CARDADOS OU PENTEADOS"
"51061000","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","FIOS E TECIDOS DE LÃ OU DE PELOS FINOS","FIOS DE LA CARDADA (CONTEUDO>=85%)"
"51062000","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","FIOS E TECIDOS DE LÃ OU DE PELOS FINOS","FIOS DE LA CARDADA (CONTEUDO<85%)"
"51071011","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","FIOS E TECIDOS DE LÃ OU DE PELOS FINOS","FIOS DE LA PENTEADA(>=85%),RETORCID.2 CABOS,T<=184.58D"
"51071019","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","FIOS E TECIDOS DE LÃ OU DE PELOS FINOS","OUTROS FIOS DE LA PENTEADA (CONTEUDO>=85%),RETORCIDOS"
"51071090","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","FIOS E TECIDOS DE LÃ OU DE PELOS FINOS","OUTROS FIOS DE LA PENTEADA (CONTEUDO>=85%)"
"51072000","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","FIOS E TECIDOS DE LÃ OU DE PELOS FINOS","FIOS DE LA PENTEADA (CONTEUDO<85%)"
"51081000","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","FIOS E TECIDOS DE LÃ OU DE PELOS FINOS","FIOS DE PELOS FINOS,CARDADOS"
"51082000","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","FIOS E TECIDOS DE LÃ OU DE PELOS FINOS","FIOS DE PELOS FINOS,PENTEADOS"
"51091000","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","FIOS E TECIDOS DE LÃ OU DE PELOS FINOS","FIOS DE LA/PELOS FINOS(PESO>=85%LA/PELOS),P/VDA.RETALHO"
"51099000","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","FIOS E TECIDOS DE LÃ OU DE PELOS FINOS","FIOS DE LA/PELOS FINOS(PESO< 85%LA/PELOS),P/VDA.RETALHO"
"51100000","FIBRAS E PRODUTOS TÊXTEIS","DEMAIS FIBRAS E PRODUTOS TÊXTEIS","DEMAIS FIBRAS E PRODUTOS TÊXTEIS","FIOS DE PELOS GROSSEIROS OU DE CRINA"
"51111110","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","FIOS E TECIDOS DE LÃ OU DE PELOS FINOS","TECIDOS DE LA CARDADA (CONTEUDO>=85%),PESO<=300G/M2"
"51111120","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","FIOS E TECIDOS DE LÃ OU DE PELOS FINOS","TECIDOS DE PELOS FINOS (CONTEUDO>=85%),PESO<=300G/M2"
"51111900","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","FIOS E TECIDOS DE LÃ OU DE PELOS FINOS","OUTS.TECIDOS DE LA/PELOS FINOS,CARDADOS (CONTEUDO>=85%)"
"51112000","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","FIOS E TECIDOS DE LÃ OU DE PELOS FINOS","TECIDO DE LA/PELOS FINOS,CARDADOS,COM FILAM.SINT/ARTIF"
"51113010","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","FIOS E TECIDOS DE LÃ OU DE PELOS FINOS","TECIDO DE LA,CARD.FELTRAD.C/FIBRA SINT.ETC.P/BOLA TENIS"
"51113090","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","FIOS E TECIDOS DE LÃ OU DE PELOS FINOS","OUTS.TECIDOS DE LA/PELOS FINOS,CARD.C/FIBRA SINT/ARTIF."
"51119000","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","FIOS E TECIDOS DE LÃ OU DE PELOS FINOS","OUTROS TECIDOS DE LA OU DE PELOS FINOS,CARDADOS"
"51121100","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","FIOS E TECIDOS DE LÃ OU DE PELOS FINOS","TECIDO DE LA/PELOS FINOS,PENTEAD.(CONT>=85%),P<=200G/M2"
"51121910","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","FIOS E TECIDOS DE LÃ OU DE PELOS FINOS","OUTROS TECIDOS DE LA PENTEADA (CONTEUDO>=85%)"
"51121920","FIBRAS E PRODUTOS TÊXTEIS","LÃ OU PELOS FINOS E PRODUTOS TÊXTEIS DE LÃ OU PELOS FINOS","FIOS E TECIDOS DE LÃ OU DE PELOS FINOS","OUTROS TECIDOS DE PELOS FINOS (CONTEUDO>=85%)"
